committee,name,firstname,lastname,fullname,official_name,user_id,period,begin,end,policy_field
Menschenrechte und humanitäre Hilfe,"Brand, Michael",Michael,Brand,Michael Brand,Michael Brand,NA,WP_20,2021-10-26,NA,entwicklung
Menschenrechte und humanitäre Hilfe,"Geissler, Dr. Jonas",Dr. Jonas,Geissler,Dr. Jonas Geissler,Jonas Geissler,3375074608,WP_20,2021-10-26,NA,entwicklung
Menschenrechte und humanitäre Hilfe,"Weiss, Sabine",Sabine,Weiss,Sabine Weiss,Sabine Weiss,NA,WP_20,2021-10-26,NA,entwicklung
Menschenrechte und humanitäre Hilfe,"Lucks, Max",Max,Lucks,Max Lucks,Max Lucks,481428317,WP_20,2021-10-26,NA,entwicklung
Menschenrechte und humanitäre Hilfe,"Mijatović, Boris",Boris,Mijatović,Boris Mijatović,Boris Mijatović,718050209163509760,WP_20,2021-10-26,NA,entwicklung
Menschenrechte und humanitäre Hilfe,"Walter-Rosenheimer, Beate",Beate,Walter-Rosenheimer,Beate Walter-Rosenheimer,Beate Walter-Rosenheimer,47049428,WP_20,2021-10-26,NA,entwicklung
Menschenrechte und humanitäre Hilfe,"Heidt, Peter",Peter,Heidt,Peter Heidt,Peter Heidt,1858621434,WP_20,2021-10-26,NA,entwicklung
Menschenrechte und humanitäre Hilfe,"Braun, Jürgen",Jürgen,Braun,Jürgen Braun,Jürgen Braun,917756296555892736,WP_20,2021-10-26,NA,entwicklung
Menschenrechte und humanitäre Hilfe,"Sichert, Martin",Martin,Sichert,Martin Sichert,Martin Sichert,918405860862382082,WP_20,2021-10-26,NA,entwicklung
Menschenrechte und humanitäre Hilfe,"Nastic, Zaklin",Zaklin,Nastic,Zaklin Nastic,Zaklin Nastic,NA,WP_20,2021-10-26,NA,entwicklung
Sport,"Ullrich, Frank",Frank,Ullrich,Frank Ullrich,Frank Ullrich,NA,WP_20,2021-10-26,NA,kultur_medien_sport
Sport,"Krämer, Philip",Philip,Krämer,Philip Krämer,Philip Krämer,746767453951234048,WP_20,2021-10-26,NA,kultur_medien_sport
Sport,"Hostert, Jasmina",Jasmina,Hostert,Jasmina Hostert,Jasmina Hostert,817937942,WP_20,2021-10-26,NA,kultur_medien_sport
Sport,"Lugk, Bettina",Bettina,Lugk,Bettina Lugk,Bettina Lugk,1193991990196785157,WP_20,2021-10-26,NA,kultur_medien_sport
Sport,"Poschmann, Sabine",Sabine,Poschmann,Sabine Poschmann,Sabine Poschmann,738636568760553472,WP_20,2021-10-26,NA,kultur_medien_sport
Sport,"Schreider, Christian",Christian,Schreider,Christian Schreider,Christian Schreider,NA,WP_20,2021-10-26,NA,kultur_medien_sport
Sport,"Wollmann, Dr. Herbert",Dr. Herbert,Wollmann,Dr. Herbert Wollmann,Herbert Wollmann,NA,WP_20,2021-10-26,NA,kultur_medien_sport
Sport,"Güntzler, Fritz",Fritz,Güntzler,Fritz Güntzler,Fritz Güntzler,779601750789656576,WP_20,2021-10-26,NA,kultur_medien_sport
Sport,"Lehmann, Jens",Jens,Lehmann,Jens Lehmann,Jens Lehmann,NA,WP_20,2021-10-26,NA,kultur_medien_sport
Sport,"Mayer, Stephan",Stephan,Mayer,Stephan Mayer,Stephan Mayer,NA,WP_20,2021-10-26,NA,kultur_medien_sport
Sport,"Steiniger, Johannes",Johannes,Steiniger,Johannes Steiniger,Johannes Steiniger,83474160,WP_20,2021-10-26,NA,kultur_medien_sport
Sport,"Stier, Dieter",Dieter,Stier,Dieter Stier,Dieter Stier,NA,WP_20,2021-10-26,NA,kultur_medien_sport
Sport,"Emmerich, Marcel",Marcel,Emmerich,Marcel Emmerich,Marcel Emmerich,16695267,WP_20,2021-10-26,NA,kultur_medien_sport
Sport,"Winklmann, Tina",Tina,Winklmann,Tina Winklmann,Tina Winklmann,1409889740665540620,WP_20,2021-10-26,NA,kultur_medien_sport
Sport,"Hartewig, Philipp",Philipp,Hartewig,Philipp Hartewig,Philipp Hartewig,817772024697389059,WP_20,2021-10-26,NA,kultur_medien_sport
Sport,"Reuther, Bernd",Bernd,Reuther,Bernd Reuther,Bernd Reuther,930422173478608903,WP_20,2021-10-26,NA,kultur_medien_sport
Sport,"König, Jörn",Jörn,König,Jörn König,Jörn König,960974630709284864,WP_20,2021-10-26,NA,kultur_medien_sport
Sport,"Stöber, Klaus",Klaus,Stöber,Klaus Stöber,Klaus Stöber,NA,WP_20,2021-10-26,NA,kultur_medien_sport
Sport,"Hahn, Dr. André",Dr. André,Hahn,Dr. André Hahn,André Hahn,NA,WP_20,2021-10-26,NA,kultur_medien_sport
Tourismus,"Schimke, Jana",Jana,Schimke,Jana Schimke,Jana Schimke,728990858,WP_20,2021-10-26,NA,kultur_medien_sport
Tourismus,"Yüksel, Gülistan",Gülistan,Yüksel,Gülistan Yüksel,Gülistan Yüksel,NA,WP_20,2021-10-26,NA,kultur_medien_sport
Tourismus,"Hagl-Kehl, Rita",Rita,Hagl-Kehl,Rita Hagl-Kehl,Rita Hagl-Kehl,836553428042141697,WP_20,2021-10-26,NA,kultur_medien_sport
Tourismus,"Rinkert, Daniel",Daniel,Rinkert,Daniel Rinkert,Daniel Rinkert,NA,WP_20,2021-10-26,NA,kultur_medien_sport
Tourismus,"Troff-Schaffarzyk, Anja",Anja,Troff-Schaffarzyk,Anja Troff-Schaffarzyk,Anja Troff-Schaffarzyk,1443185679769423877,WP_20,2021-10-26,NA,kultur_medien_sport
Tourismus,"Werner, Lena",Lena,Werner,Lena Werner,Lena Werner,38250199,WP_20,2021-10-26,NA,kultur_medien_sport
Tourismus,"Zierke, Stefan",Stefan,Zierke,Stefan Zierke,Stefan Zierke,64220313,WP_20,2021-10-26,NA,kultur_medien_sport
Tourismus,"Brehmer, Heike",Heike,Brehmer,Heike Brehmer,Heike Brehmer,150372237,WP_20,2021-10-26,NA,kultur_medien_sport
Tourismus,"Donth, Michael",Michael,Donth,Michael Donth,Michael Donth,NA,WP_20,2021-10-26,NA,kultur_medien_sport
Tourismus,"Karliczek, Anja",Anja,Karliczek,Anja Karliczek,Anja Karliczek,2521976694,WP_20,2021-10-26,NA,kultur_medien_sport
Tourismus,"Wittmann, Mechthilde",Mechthilde,Wittmann,Mechthilde Wittmann,Mechthilde Wittmann,NA,WP_20,2021-10-26,NA,kultur_medien_sport
Tourismus,"Gastel, Matthias",Matthias,Gastel,Matthias Gastel,Matthias Gastel,727782559,WP_20,2021-10-26,NA,kultur_medien_sport
Tourismus,"Otte, Karoline",Karoline,Otte,Karoline Otte,Karoline Otte,936673325950128128,WP_20,2021-10-26,NA,kultur_medien_sport
Tourismus,"Schmidt, Stefan",Stefan,Schmidt,Stefan Schmidt,Stefan Schmidt,930725836482928640,WP_20,2021-10-26,NA,kultur_medien_sport
Tourismus,"Hanke, Reginald",Reginald,Hanke,Reginald Hanke,Reginald Hanke,NA,WP_20,2021-10-26,NA,kultur_medien_sport
Tourismus,"Tippelt, Nico",Nico,Tippelt,Nico Tippelt,Nico Tippelt,53369932,WP_20,2021-10-26,NA,kultur_medien_sport
Tourismus,"Moncsek, Mike",Mike,Moncsek,Mike Moncsek,Mike Moncsek,1104304242754494465,WP_20,2021-10-26,NA,kultur_medien_sport
Tourismus,"Münzenmaier, Sebastian",Sebastian,Münzenmaier,Sebastian Münzenmaier,Sebastian Münzenmaier,863657874941255684,WP_20,2021-10-26,NA,kultur_medien_sport
Tourismus,"Lutze, Thomas",Thomas,Lutze,Thomas Lutze,Thomas Lutze,3667108397,WP_20,2021-10-26,NA,kultur_medien_sport
"Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz","Ebner, Harald",Harald,Ebner,Harald Ebner,Harald Ebner,52431948,WP_20,2021-10-26,NA,umwelt
"Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz","Blankenburg, Jakob",Jakob,Blankenburg,Jakob Blankenburg,Jakob Blankenburg,88495338,WP_20,2021-10-26,NA,umwelt
"Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz","Echeverria, Axel",Axel,Echeverria,Axel Echeverria,Axel Echeverria,NA,WP_20,2021-10-26,NA,umwelt
"Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz","Heselhaus, Nadine",Nadine,Heselhaus,Nadine Heselhaus,Nadine Heselhaus,1335619744909627394,WP_20,2021-10-26,NA,umwelt
"Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz","Kersten, Dr. Franziska",Dr. Franziska,Kersten,Dr. Franziska Kersten,Franziska Kersten,729399137272213505,WP_20,2021-10-26,NA,umwelt
"Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz","Kleebank, Helmut",Helmut,Kleebank,Helmut Kleebank,Helmut Kleebank,4185556127,WP_20,2021-10-26,NA,umwelt
"Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz","Kreiser, Dunja",Dunja,Kreiser,Dunja Kreiser,Dunja Kreiser,3392540248,WP_20,2021-10-26,NA,umwelt
"Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz","Rinkert, Daniel",Daniel,Rinkert,Daniel Rinkert,Daniel Rinkert,NA,WP_20,2021-10-26,NA,umwelt
"Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz","Schneider, Daniel",Daniel,Schneider,Daniel Schneider,Daniel Schneider,893573589781315584,WP_20,2021-10-26,NA,umwelt
"Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz","Seitzl, Dr. Lina",Dr. Lina,Seitzl,Dr. Lina Seitzl,Lina Seitzl,2474314748,WP_20,2021-10-26,NA,umwelt
"Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz","Thews, Michael",Michael,Thews,Michael Thews,Michael Thews,409258073,WP_20,2021-10-26,NA,umwelt
"Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz","Träger, Carsten",Carsten,Träger,Carsten Träger,Carsten Träger,3577737256,WP_20,2021-10-26,NA,umwelt
"Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz","Damerow, Astrid",Astrid,Damerow,Astrid Damerow,Astrid Damerow,NA,WP_20,2021-10-26,NA,umwelt
"Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz","Engelhard, Alexander",Alexander,Engelhard,Alexander Engelhard,Alexander Engelhard,NA,WP_20,2021-10-26,NA,umwelt
"Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz","Grundmann, Oliver",Oliver,Grundmann,Oliver Grundmann,Oliver Grundmann,NA,WP_20,2021-10-26,NA,umwelt
"Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz","Hirte, Christian",Christian,Hirte,Christian Hirte,Christian Hirte,37642893,WP_20,2021-10-26,NA,umwelt
"Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz","Karliczek, Anja",Anja,Karliczek,Anja Karliczek,Anja Karliczek,2521976694,WP_20,2021-10-26,NA,umwelt
"Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz","Mack, Klaus",Klaus,Mack,Klaus Mack,Klaus Mack,NA,WP_20,2021-10-26,NA,umwelt
"Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz","Mayer-Lay, Volker",Volker,Mayer-Lay,Volker Mayer-Lay,Volker Mayer-Lay,1290361590429229056,WP_20,2021-10-26,NA,umwelt
"Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz","Simon, Björn",Björn,Simon,Björn Simon,Björn Simon,93845554,WP_20,2021-10-26,NA,umwelt
"Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz","Weisgerber, Dr. Anja",Dr. Anja,Weisgerber,Dr. Anja Weisgerber,Anja Weisgerber,133770069,WP_20,2021-10-26,NA,umwelt
"Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz","Wiener, Dr. Klaus",Dr. Klaus,Wiener,Dr. Klaus Wiener,Klaus Wiener,862247639584317441,WP_20,2021-10-26,NA,umwelt
"Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz","Ganserer, Tessa",Tessa,Ganserer,Tessa Ganserer,Tessa Ganserer,41365109,WP_20,2021-10-26,NA,umwelt
"Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz","Gesenhues, Dr. Jan-Niclas",Dr. Jan-Niclas,Gesenhues,Dr. Jan-Niclas Gesenhues,Jan-Niclas Gesenhues,370585284,WP_20,2021-10-26,NA,umwelt
"Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz","Grau, Prof. Dr. Armin",Prof. Dr. Armin,Grau,Prof. Dr. Armin Grau,Armin Grau,NA,WP_20,2021-10-26,NA,umwelt
"Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz","Heitmann, Linda",Linda,Heitmann,Linda Heitmann,Linda Heitmann,796076739642490880,WP_20,2021-10-26,NA,umwelt
"Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz","Rößner, Tabea",Tabea,Rößner,Tabea Rößner,Tabea Rößner,53351462,WP_20,2021-10-26,NA,umwelt
"Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz","Al-Halak, Muhanad",Muhanad,Al-Halak,Muhanad Al-Halak,Muhanad Al-Halak,1084016250324484096,WP_20,2021-10-26,NA,umwelt
"Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz","Gründer, Nils",Nils,Gründer,Nils Gründer,Nils Gründer,NA,WP_20,2021-10-26,NA,umwelt
"Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz","Harzer, Ulrike",Ulrike,Harzer,Ulrike Harzer,Ulrike Harzer,1238937177003888646,WP_20,2021-10-26,NA,umwelt
"Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz","in der Beek, Olaf",Olaf,in der Beek,Olaf in der Beek,Olaf in der Beek,913327957602693121,WP_20,2021-10-26,NA,umwelt
"Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz","Skudelny, Judith",Judith,Skudelny,Judith Skudelny,Judith Skudelny,948958759560376320,WP_20,2021-10-26,NA,umwelt
"Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz","Bleck, Andreas",Andreas,Bleck,Andreas Bleck,Andreas Bleck,910878654535749632,WP_20,2021-10-26,NA,umwelt
"Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz","Braun, Jürgen",Jürgen,Braun,Jürgen Braun,Jürgen Braun,917756296555892736,WP_20,2021-10-26,NA,umwelt
"Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz","Ehrhorn, Thomas",Thomas,Ehrhorn,Thomas Ehrhorn,Thomas Ehrhorn,3242322815,WP_20,2021-10-26,NA,umwelt
"Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz","Kraft, Dr. Rainer",Dr. Rainer,Kraft,Dr. Rainer Kraft,Rainer Kraft,804064797977444352,WP_20,2021-10-26,NA,umwelt
"Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz","Lenkert, Ralph",Ralph,Lenkert,Ralph Lenkert,Ralph Lenkert,NA,WP_20,2021-10-26,NA,umwelt
"Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz","Mohamed Ali, Amira",Amira,Mohamed Ali,Amira Mohamed Ali,Amira Mohamed Ali,934029228886065152,WP_20,2021-10-26,NA,umwelt
Verkehr,"Schiefner, Udo",Udo,Schiefner,Udo Schiefner,Udo Schiefner,3823042877,WP_20,2021-10-26,NA,verkehr
Verkehr,"Slawik, Nyke",Nyke,Slawik,Nyke Slawik,Nyke Slawik,3002271760,WP_20,2021-10-26,NA,verkehr
Verkehr,"Berghahn, Jürgen",Jürgen,Berghahn,Jürgen Berghahn,Jürgen Berghahn,NA,WP_20,2021-10-26,NA,verkehr
Verkehr,"Cademartori, Isabel",Isabel,Cademartori,Isabel Cademartori,Isabel Cademartori,NA,WP_20,2021-10-26,NA,verkehr
Verkehr,"Kröber, Martin",Martin,Kröber,Martin Kröber,Martin Kröber,137036352,WP_20,2021-10-26,NA,verkehr
Verkehr,"Martin, Dorothee",Dorothee,Martin,Dorothee Martin,Dorothee Martin,241008237,WP_20,2021-10-26,NA,verkehr
Verkehr,"Plobner, Jan",Jan,Plobner,Jan Plobner,Jan Plobner,1027976898641633281,WP_20,2021-10-26,NA,verkehr
Verkehr,"Schmidt, Uwe",Uwe,Schmidt,Uwe Schmidt,Uwe Schmidt,NA,WP_20,2021-10-26,NA,verkehr
Verkehr,"Schreider, Christian",Christian,Schreider,Christian Schreider,Christian Schreider,NA,WP_20,2021-10-26,NA,verkehr
Verkehr,"Stein, Mathias",Mathias,Stein,Mathias Stein,Mathias Stein,46498076,WP_20,2021-10-26,NA,verkehr
Verkehr,"Stein, Mathias",Mathias,Stein,Mathias Stein,Mathias Stein,384258875,WP_20,2021-10-26,NA,verkehr
Verkehr,"Troff-Schaffarzyk, Anja",Anja,Troff-Schaffarzyk,Anja Troff-Schaffarzyk,Anja Troff-Schaffarzyk,1443185679769423877,WP_20,2021-10-26,NA,verkehr
Verkehr,"Bareiß, Thomas",Thomas,Bareiß,Thomas Bareiß,Thomas Bareiß,2797812265,WP_20,2021-10-26,NA,verkehr
Verkehr,"Donth, Michael",Michael,Donth,Michael Donth,Michael Donth,NA,WP_20,2021-10-26,NA,verkehr
Verkehr,"Englhardt-Kopf, Martina",Martina,Englhardt-Kopf,Martina Englhardt-Kopf,Martina Englhardt-Kopf,1335676869061062662,WP_20,2021-10-26,NA,verkehr
Verkehr,"Geissler, Dr. Jonas",Dr. Jonas,Geissler,Dr. Jonas Geissler,Jonas Geissler,3375074608,WP_20,2021-10-26,NA,verkehr
Verkehr,"Müller, Florian",Florian,Müller,Florian Müller,Florian Müller,45370052,WP_20,2021-10-26,NA,verkehr
Verkehr,"Ploß, Dr. Christoph",Dr. Christoph,Ploß,Dr. Christoph Ploß,Christoph Ploß,928335737803722753,WP_20,2021-10-26,NA,verkehr
Verkehr,"Rehbaum, Henning",Henning,Rehbaum,Henning Rehbaum,Henning Rehbaum,1338567611781623810,WP_20,2021-10-26,NA,verkehr
Verkehr,"Schreiner, Felix",Felix,Schreiner,Felix Schreiner,Felix Schreiner,162398888,WP_20,2021-10-26,NA,verkehr
Verkehr,"Simon, Björn",Björn,Simon,Björn Simon,Björn Simon,93845554,WP_20,2021-10-26,NA,verkehr
Verkehr,"Gastel, Matthias",Matthias,Gastel,Matthias Gastel,Matthias Gastel,727782559,WP_20,2021-10-26,NA,verkehr
Verkehr,"Gelbhaar, Stefan",Stefan,Gelbhaar,Stefan Gelbhaar,Stefan Gelbhaar,426582569,WP_20,2021-10-26,NA,verkehr
Verkehr,"Menge, Susanne",Susanne,Menge,Susanne Menge,Susanne Menge,NA,WP_20,2021-10-26,NA,verkehr
Verkehr,"Michaelsen, Swantje Henrike",Swantje Henrike,Michaelsen,Swantje Henrike Michaelsen,Swantje Henrike Michaelsen,NA,WP_20,2021-10-26,NA,verkehr
Verkehr,"Abel, Valentin",Valentin,Abel,Valentin Abel,Valentin Abel,1699863337,WP_20,2021-10-26,NA,verkehr
Verkehr,"Kruse, Michael",Michael,Kruse,Michael Kruse,Michael Kruse,2823984824,WP_20,2021-10-26,NA,verkehr
Verkehr,"Lenders, Jürgen",Jürgen,Lenders,Jürgen Lenders,Jürgen Lenders,NA,WP_20,2021-10-26,NA,verkehr
Verkehr,"Reuther, Bernd",Bernd,Reuther,Bernd Reuther,Bernd Reuther,930422173478608903,WP_20,2021-10-26,NA,verkehr
Verkehr,"Bochmann, René",René,Bochmann,René Bochmann,René Bochmann,NA,WP_20,2021-10-26,NA,verkehr
Verkehr,"Brandes, Dirk",Dirk,Brandes,Dirk Brandes,Dirk Brandes,NA,WP_20,2021-10-26,NA,verkehr
Verkehr,"Spaniel, Dr. Dirk",Dr. Dirk,Spaniel,Dr. Dirk Spaniel,Dirk Spaniel,810537151729373184,WP_20,2021-10-26,NA,verkehr
Verkehr,"Wiehle, Wolfgang",Wolfgang,Wiehle,Wolfgang Wiehle,Wolfgang Wiehle,1003656299589132291,WP_20,2021-10-26,NA,verkehr
Verkehr,"Lutze, Thomas",Thomas,Lutze,Thomas Lutze,Thomas Lutze,3667108397,WP_20,2021-10-26,NA,verkehr
Verkehr,"Riexinger, Bernd",Bernd,Riexinger,Bernd Riexinger,Bernd Riexinger,849012308,WP_20,2021-10-26,NA,verkehr
Verteidigung,"Strack-Zimmermann, Dr. Marie-Agnes",Dr. Marie-Agnes,Strack-Zimmermann,Dr. Marie-Agnes Strack-Zimmermann,Marie-Agnes Strack-Zimmermann,3047392319,WP_20,2021-10-26,NA,verteidigung
Verteidigung,"Otte, Henning",Henning,Otte,Henning Otte,Henning Otte,1416388709264633858,WP_20,2021-10-26,NA,verteidigung
Verteidigung,"Arlt, Johannes",Johannes,Arlt,Johannes Arlt,Johannes Arlt,1262451438103465984,WP_20,2021-10-26,NA,verteidigung
Verteidigung,"Droßmann, Falko",Falko,Droßmann,Falko Droßmann,Falko Droßmann,NA,WP_20,2021-10-26,NA,verteidigung
Verteidigung,"Hellmich, Wolfgang",Wolfgang,Hellmich,Wolfgang Hellmich,Wolfgang Hellmich,19924848,WP_20,2021-10-26,NA,verteidigung
Verteidigung,"Hellmich, Wolfgang",Wolfgang,Hellmich,Wolfgang Hellmich,Wolfgang Hellmich,786498202832822272,WP_20,2021-10-26,NA,verteidigung
Verteidigung,"Klinck, Dr. Kristian",Dr. Kristian,Klinck,Dr. Kristian Klinck,Kristian Klinck,NA,WP_20,2021-10-26,NA,verteidigung
Verteidigung,"Leiser, Kevin",Kevin,Leiser,Kevin Leiser,Kevin Leiser,1365771819861557251,WP_20,2021-10-26,NA,verteidigung
Verteidigung,"Nürnberger, Jörg",Jörg,Nürnberger,Jörg Nürnberger,Jörg Nürnberger,1354090527898148865,WP_20,2021-10-26,NA,verteidigung
Verteidigung,"Schamber, Rebecca",Rebecca,Schamber,Rebecca Schamber,Rebecca Schamber,NA,WP_20,2021-10-26,NA,verteidigung
Verteidigung,"Schmid, Christoph",Christoph,Schmid,Christoph Schmid,Christoph Schmid,2615401245,WP_20,2021-10-26,NA,verteidigung
Verteidigung,"Völlers, Marja-Liisa",Marja-Liisa,Völlers,Marja-Liisa Völlers,Marja-Liisa Völlers,1009457791554281473,WP_20,2021-10-26,NA,verteidigung
Verteidigung,"Vöpel, Dirk",Dirk,Vöpel,Dirk Vöpel,Dirk Vöpel,829029719941246978,WP_20,2021-10-26,NA,verteidigung
Verteidigung,"Weingarten, Dr. Joe",Dr. Joe,Weingarten,Dr. Joe Weingarten,Joe Weingarten,811960243353780226,WP_20,2021-10-26,NA,verteidigung
Verteidigung,"Brandl, Dr. Reinhard",Dr. Reinhard,Brandl,Dr. Reinhard Brandl,Reinhard Brandl,262730721,WP_20,2021-10-26,NA,verteidigung
Verteidigung,"Bröhr, Dr. Marlon",Dr. Marlon,Bröhr,Dr. Marlon Bröhr,Marlon Bröhr,NA,WP_20,2021-10-26,NA,verteidigung
Verteidigung,"Grübel, Markus",Markus,Grübel,Markus Grübel,Markus Grübel,796691290016583680,WP_20,2021-10-26,NA,verteidigung
Verteidigung,"Güler, Serap",Serap,Güler,Serap Güler,Serap Güler,2645960542,WP_20,2021-10-26,NA,verteidigung
Verteidigung,"Hahn, Florian",Florian,Hahn,Florian Hahn,Florian Hahn,403735368,WP_20,2021-10-26,NA,verteidigung
Verteidigung,"Lehmann, Jens",Jens,Lehmann,Jens Lehmann,Jens Lehmann,NA,WP_20,2021-10-26,NA,verteidigung
Verteidigung,"Röwekamp, Thomas",Thomas,Röwekamp,Thomas Röwekamp,Thomas Röwekamp,1108680958100848640,WP_20,2021-10-26,NA,verteidigung
Verteidigung,"Schwarz, Armin",Armin,Schwarz,Armin Schwarz,Armin Schwarz,1204127231796285441,WP_20,2021-10-26,NA,verteidigung
Verteidigung,"Vieregge, Kerstin",Kerstin,Vieregge,Kerstin Vieregge,Kerstin Vieregge,NA,WP_20,2021-10-26,NA,verteidigung
Verteidigung,"Brugger, Agnieszka",Agnieszka,Brugger,Agnieszka Brugger,Agnieszka Brugger,172269309,WP_20,2021-10-26,NA,verteidigung
Verteidigung,"Krämer, Philip",Philip,Krämer,Philip Krämer,Philip Krämer,746767453951234048,WP_20,2021-10-26,NA,verteidigung
Verteidigung,"Müller, Claudia",Claudia,Müller,Claudia Müller,Claudia Müller,937403112,WP_20,2021-10-26,NA,verteidigung
Verteidigung,"Nanni, Sara",Sara,Nanni,Sara Nanni,Sara Nanni,81596596,WP_20,2021-10-26,NA,verteidigung
Verteidigung,"Spellerberg, Merle",Merle,Spellerberg,Merle Spellerberg,Merle Spellerberg,905109355586101248,WP_20,2021-10-26,NA,verteidigung
Verteidigung,"Wagener, Niklas",Niklas,Wagener,Niklas Wagener,Niklas Wagener,1166603377,WP_20,2021-10-26,NA,verteidigung
Verteidigung,"Faber, Dr. Marcus",Dr. Marcus,Faber,Dr. Marcus Faber,Marcus Faber,22364234,WP_20,2021-10-26,NA,verteidigung
Verteidigung,"Gründer, Nils",Nils,Gründer,Nils Gründer,Nils Gründer,NA,WP_20,2021-10-26,NA,verteidigung
Verteidigung,"Müller, Alexander",Alexander,Müller,Alexander Müller,Alexander Müller,936235058792484864,WP_20,2021-10-26,NA,verteidigung
Verteidigung,"Sauter, Christian",Christian,Sauter,Christian Sauter,Christian Sauter,997033716324093952,WP_20,2021-10-26,NA,verteidigung
Verteidigung,"Gnauck, Hannes",Hannes,Gnauck,Hannes Gnauck,Hannes Gnauck,1325859656015679493,WP_20,2021-10-26,NA,verteidigung
Verteidigung,"Lucassen, Rüdiger",Rüdiger,Lucassen,Rüdiger Lucassen,Rüdiger Lucassen,4875914470,WP_20,2021-10-26,NA,verteidigung
Verteidigung,"Nolte, Jan Ralf",Jan Ralf,Nolte,Jan Ralf Nolte,Jan Ralf Nolte,NA,WP_20,2021-10-26,NA,verteidigung
Verteidigung,"Otten, Gerold",Gerold,Otten,Gerold Otten,Gerold Otten,774309860812918784,WP_20,2021-10-26,NA,verteidigung
Verteidigung,"Al-Dailami, Ali",Ali,Al-Dailami,Ali Al-Dailami,Ali Al-Dailami,989599708917137408,WP_20,2021-10-26,NA,verteidigung
Verteidigung,"Nastic, Zaklin",Zaklin,Nastic,Zaklin Nastic,Zaklin Nastic,NA,WP_20,2021-10-26,NA,verteidigung
Wirtschaft,"Grosse-Brömer, Michael",Michael,Grosse-Brömer,Michael Grosse-Brömer,Michael Grosse-Brömer,574424501,WP_20,2021-10-26,NA,wirtschaft
Wirtschaft,"Walter, Hannes",Hannes,Walter,Hannes Walter,Hannes Walter,NA,WP_20,2021-10-26,NA,wirtschaft
Wirtschaft,"Arlt, Johannes",Johannes,Arlt,Johannes Arlt,Johannes Arlt,1262451438103465984,WP_20,2021-10-26,NA,wirtschaft
Wirtschaft,"Bartz, Alexander",Alexander,Bartz,Alexander Bartz,Alexander Bartz,NA,WP_20,2021-10-26,NA,wirtschaft
Wirtschaft,"Katzmarek, Gabriele",Gabriele,Katzmarek,Gabriele Katzmarek,Gabriele Katzmarek,3017602065,WP_20,2021-10-26,NA,wirtschaft
Wirtschaft,"Limbacher, Esra",Esra,Limbacher,Esra Limbacher,Esra Limbacher,19139341,WP_20,2021-10-26,NA,wirtschaft
Wirtschaft,"Poschmann, Sabine",Sabine,Poschmann,Sabine Poschmann,Sabine Poschmann,738636568760553472,WP_20,2021-10-26,NA,wirtschaft
