committee,name,firstname,lastname,fullname,official_name,user_id,period,begin,end
Tourismus,"Yüksel, Gülistan",Gülistan,Yüksel,Gülistan Yüksel,Gülistan Yüksel,NA,WP_19,2017-10-24,2021-10-26
Tourismus,"Neumann, Christoph",Christoph,Neumann,Christoph Neumann,Christoph Neumann,760188355615293440,WP_19,2017-10-24,2021-10-26
Tourismus,"Klinge, Dr. Marcel",Dr. Marcel,Klinge,Dr. Marcel Klinge,Marcel Klinge,NA,WP_19,2017-10-24,2021-10-26
Tourismus,"Müller-Böhm, Roman",Roman,Müller-Böhm,Roman Müller-Böhm,Roman Müller-Böhm,2373251115,WP_19,2017-10-24,2021-10-26
Tourismus,"Kassner, Kerstin",Kerstin,Kassner,Kerstin Kassner,Kerstin Kassner,NA,WP_19,2017-10-24,2021-10-26
Tourismus,"Zimmermann, Sabine",Sabine,Zimmermann,Sabine Zimmermann,Sabine Zimmermann,NA,WP_19,2017-10-24,2021-10-26
Tourismus,"Schmidt, Stefan",Stefan,Schmidt,Stefan Schmidt,Stefan Schmidt,930725836482928640,WP_19,2017-10-24,2021-10-26
Tourismus,"Tressel, Markus",Markus,Tressel,Markus Tressel,Markus Tressel,2306519694,WP_19,2017-10-24,2021-10-26
"Umwelt, Naturschutz und nukleare Sicherheit","Kotting-Uhl, Sylvia",Sylvia,Kotting-Uhl,Sylvia Kotting-Uhl,Sylvia Kotting-Uhl,474013625,WP_19,2017-10-24,2021-10-26
"Umwelt, Naturschutz und nukleare Sicherheit","Thews, Michael",Michael,Thews,Michael Thews,Michael Thews,409258073,WP_19,2017-10-24,2021-10-26
"Umwelt, Naturschutz und nukleare Sicherheit","Damerow, Astrid",Astrid,Damerow,Astrid Damerow,Astrid Damerow,NA,WP_19,2017-10-24,2021-10-26
"Umwelt, Naturschutz und nukleare Sicherheit","Dött, Marie-Luise",Marie-Luise,Dött,Marie-Luise Dött,Marie-Luise Dött,NA,WP_19,2017-10-24,2021-10-26
"Umwelt, Naturschutz und nukleare Sicherheit","Färber, Hermann",Hermann,Färber,Hermann Färber,Hermann Färber,NA,WP_19,2017-10-24,2021-10-26
"Umwelt, Naturschutz und nukleare Sicherheit","Grundmann, Oliver",Oliver,Grundmann,Oliver Grundmann,Oliver Grundmann,NA,WP_19,2017-10-24,2021-10-26
"Umwelt, Naturschutz und nukleare Sicherheit","Hirte, Christian",Christian,Hirte,Christian Hirte,Christian Hirte,37642893,WP_19,2017-10-24,2021-10-26
"Umwelt, Naturschutz und nukleare Sicherheit","Kießling, Michael",Michael,Kießling,Michael Kießling,Michael Kießling,730314294,WP_19,2017-10-24,2021-10-26
"Umwelt, Naturschutz und nukleare Sicherheit","Kruse, Rüdiger",Rüdiger,Kruse,Rüdiger Kruse,Rüdiger Kruse,20916357,WP_19,2017-10-24,2021-10-26
"Umwelt, Naturschutz und nukleare Sicherheit","Möring, Karsten",Karsten,Möring,Karsten Möring,Karsten Möring,1099159964,WP_19,2017-10-24,2021-10-26
"Umwelt, Naturschutz und nukleare Sicherheit","Schulze, Dr. Klaus-Peter",Dr. Klaus-Peter,Schulze,Dr. Klaus-Peter Schulze,Klaus-Peter Schulze,NA,WP_19,2017-10-24,2021-10-26
"Umwelt, Naturschutz und nukleare Sicherheit","Schweiger, Torsten",Torsten,Schweiger,Torsten Schweiger,Torsten Schweiger,2758602415,WP_19,2017-10-24,2021-10-26
"Umwelt, Naturschutz und nukleare Sicherheit","Simon, Björn",Björn,Simon,Björn Simon,Björn Simon,93845554,WP_19,2017-10-24,2021-10-26
"Umwelt, Naturschutz und nukleare Sicherheit","Wegner, Kai",Kai,Wegner,Kai Wegner,Kai Wegner,39999872,WP_19,2017-10-24,2021-10-26
"Umwelt, Naturschutz und nukleare Sicherheit","Weisgerber, Dr. Anja",Dr. Anja,Weisgerber,Dr. Anja Weisgerber,Anja Weisgerber,133770069,WP_19,2017-10-24,2021-10-26
"Umwelt, Naturschutz und nukleare Sicherheit","Mindrup, Klaus",Klaus,Mindrup,Klaus Mindrup,Klaus Mindrup,845282647261761536,WP_19,2017-10-24,2021-10-26
"Umwelt, Naturschutz und nukleare Sicherheit","Nissen, Ulli",Ulli,Nissen,Ulli Nissen,Ulli Nissen,382044198,WP_19,2017-10-24,2021-10-26
"Umwelt, Naturschutz und nukleare Sicherheit","Pilger, Detlev",Detlev,Pilger,Detlev Pilger,Detlev Pilger,NA,WP_19,2017-10-24,2021-10-26
"Umwelt, Naturschutz und nukleare Sicherheit","Scheer, Dr. Nina",Dr. Nina,Scheer,Dr. Nina Scheer,Nina Scheer,845213960060243968,WP_19,2017-10-24,2021-10-26
"Umwelt, Naturschutz und nukleare Sicherheit","Schrodi, Michael",Michael,Schrodi,Michael Schrodi,Michael Schrodi,806975237766135813,WP_19,2017-10-24,2021-10-26
"Umwelt, Naturschutz und nukleare Sicherheit","Schwabe, Frank",Frank,Schwabe,Frank Schwabe,Frank Schwabe,30050484,WP_19,2017-10-24,2021-10-26
"Umwelt, Naturschutz und nukleare Sicherheit","Träger, Carsten",Carsten,Träger,Carsten Träger,Carsten Träger,3577737256,WP_19,2017-10-24,2021-10-26
"Umwelt, Naturschutz und nukleare Sicherheit","Bernhard, Marc",Marc,Bernhard,Marc Bernhard,Marc Bernhard,805823950253150208,WP_19,2017-10-24,2021-10-26
"Umwelt, Naturschutz und nukleare Sicherheit","Bleck, Andreas",Andreas,Bleck,Andreas Bleck,Andreas Bleck,910878654535749632,WP_19,2017-10-24,2021-10-26
"Umwelt, Naturschutz und nukleare Sicherheit","Hilse, Karsten",Karsten,Hilse,Karsten Hilse,Karsten Hilse,920932259347214338,WP_19,2017-10-24,2021-10-26
"Umwelt, Naturschutz und nukleare Sicherheit","Kraft, Dr. Rainer",Dr. Rainer,Kraft,Dr. Rainer Kraft,Rainer Kraft,804064797977444352,WP_19,2017-10-24,2021-10-26
"Umwelt, Naturschutz und nukleare Sicherheit","Wildberg, Dr. Heiko",Dr. Heiko,Wildberg,Dr. Heiko Wildberg,Heiko Wildberg,3183992596,WP_19,2017-10-24,2021-10-26
"Umwelt, Naturschutz und nukleare Sicherheit","Aggelidis, Grigorios",Grigorios,Aggelidis,Grigorios Aggelidis,Grigorios Aggelidis,976107205849206784,WP_19,2017-10-24,2021-10-26
"Umwelt, Naturschutz und nukleare Sicherheit","in der Beek, Olaf",Olaf,in der Beek,Olaf in der Beek,Olaf in der Beek,913327957602693121,WP_19,2017-10-24,2021-10-26
"Umwelt, Naturschutz und nukleare Sicherheit","Köhler, Dr. Lukas",Dr. Lukas,Köhler,Dr. Lukas Köhler,Lukas Köhler,898597063444877313,WP_19,2017-10-24,2021-10-26
"Umwelt, Naturschutz und nukleare Sicherheit","Skudelny, Judith",Judith,Skudelny,Judith Skudelny,Judith Skudelny,948958759560376320,WP_19,2017-10-24,2021-10-26
"Umwelt, Naturschutz und nukleare Sicherheit","Lay, Caren",Caren,Lay,Caren Lay,Caren Lay,21404382,WP_19,2017-10-24,2021-10-26
"Umwelt, Naturschutz und nukleare Sicherheit","Lenkert, Ralph",Ralph,Lenkert,Ralph Lenkert,Ralph Lenkert,NA,WP_19,2017-10-24,2021-10-26
"Umwelt, Naturschutz und nukleare Sicherheit","Schreiber, Eva-Maria",Eva-Maria,Schreiber,Eva-Maria Schreiber,Eva-Maria Schreiber,940585440746328064,WP_19,2017-10-24,2021-10-26
"Umwelt, Naturschutz und nukleare Sicherheit","Zdebel, Hubertus",Hubertus,Zdebel,Hubertus Zdebel,Hubertus Zdebel,4557858142,WP_19,2017-10-24,2021-10-26
"Umwelt, Naturschutz und nukleare Sicherheit","Badum, Lisa",Lisa,Badum,Lisa Badum,Lisa Badum,282195399,WP_19,2017-10-24,2021-10-26
"Umwelt, Naturschutz und nukleare Sicherheit","Hoffmann, Dr. Bettina",Dr. Bettina,Hoffmann,Dr. Bettina Hoffmann,Bettina Hoffmann,971040144420720641,WP_19,2017-10-24,2021-10-26
"Umwelt, Naturschutz und nukleare Sicherheit","Lemke, Steffi",Steffi,Lemke,Steffi Lemke,Steffi Lemke,17229513,WP_19,2017-10-24,2021-10-26
Verkehr und digitale Infrastruktur,"Özdemir, Cem",Cem,Özdemir,Cem Özdemir,Cem Özdemir,19108766,WP_19,2017-10-24,2021-10-26
Verkehr und digitale Infrastruktur,"Damerow, Astrid",Astrid,Damerow,Astrid Damerow,Astrid Damerow,NA,WP_19,2017-10-24,2021-10-26
Verkehr und digitale Infrastruktur,"Erndl, Thomas",Thomas,Erndl,Thomas Erndl,Thomas Erndl,2192588903,WP_19,2017-10-24,2021-10-26
Verkehr und digitale Infrastruktur,"Hirte, Christian",Christian,Hirte,Christian Hirte,Christian Hirte,37642893,WP_19,2017-10-24,2021-10-26
Verkehr und digitale Infrastruktur,"Koeppen, Jens",Jens,Koeppen,Jens Koeppen,Jens Koeppen,146376562,WP_19,2017-10-24,2021-10-26
Verkehr und digitale Infrastruktur,"Lange, Ulrich",Ulrich,Lange,Ulrich Lange,Ulrich Lange,68172699,WP_19,2017-10-24,2021-10-26
Verkehr und digitale Infrastruktur,"Lips, Patricia",Patricia,Lips,Patricia Lips,Patricia Lips,NA,WP_19,2017-10-24,2021-10-26
Verkehr und digitale Infrastruktur,"Möring, Karsten",Karsten,Möring,Karsten Möring,Karsten Möring,1099159964,WP_19,2017-10-24,2021-10-26
Verkehr und digitale Infrastruktur,"Müller, Carsten",Carsten,Müller,Carsten Müller,Carsten Müller,53945479,WP_19,2017-10-24,2021-10-26
Verkehr und digitale Infrastruktur,"Müller, Carsten",Carsten,Müller,Carsten Müller,Carsten Müller,1322811129635213313,WP_19,2017-10-24,2021-10-26
Verkehr und digitale Infrastruktur,"Riebsamen, Lothar",Lothar,Riebsamen,Lothar Riebsamen,Lothar Riebsamen,NA,WP_19,2017-10-24,2021-10-26
Verkehr und digitale Infrastruktur,"Sauer, Stefan",Stefan,Sauer,Stefan Sauer,Stefan Sauer,NA,WP_19,2017-10-24,2021-10-26
Verkehr und digitale Infrastruktur,"Steier, Andreas",Andreas,Steier,Andreas Steier,Andreas Steier,3236928208,WP_19,2017-10-24,2021-10-26
Verkehr und digitale Infrastruktur,"Stracke, Stephan",Stephan,Stracke,Stephan Stracke,Stephan Stracke,NA,WP_19,2017-10-24,2021-10-26
Verkehr und digitale Infrastruktur,"Tebroke, Dr. Hermann-Josef",Dr. Hermann-Josef,Tebroke,Dr. Hermann-Josef Tebroke,Hermann-Josef Tebroke,NA,WP_19,2017-10-24,2021-10-26
Verkehr und digitale Infrastruktur,"Wegner, Kai",Kai,Wegner,Kai Wegner,Kai Wegner,39999872,WP_19,2017-10-24,2021-10-26
Verkehr und digitale Infrastruktur,"Whittaker, Kai",Kai,Whittaker,Kai Whittaker,Kai Whittaker,2479436480,WP_19,2017-10-24,2021-10-26
Verkehr und digitale Infrastruktur,"Bartol, Sören",Sören,Bartol,Sören Bartol,Sören Bartol,57293969,WP_19,2017-10-24,2021-10-26
Verkehr und digitale Infrastruktur,"De Ridder, Dr. Daniela",Dr. Daniela,De Ridder,Dr. Daniela De Ridder,Daniela De Ridder,2842430247,WP_19,2017-10-24,2021-10-26
Verkehr und digitale Infrastruktur,"Hartmann, Sebastian",Sebastian,Hartmann,Sebastian Hartmann,Sebastian Hartmann,1076269195,WP_19,2017-10-24,2021-10-26
Verkehr und digitale Infrastruktur,"Nissen, Ulli",Ulli,Nissen,Ulli Nissen,Ulli Nissen,382044198,WP_19,2017-10-24,2021-10-26
Verkehr und digitale Infrastruktur,"Rimkus, Andreas",Andreas,Rimkus,Andreas Rimkus,Andreas Rimkus,30838821,WP_19,2017-10-24,2021-10-26
Verkehr und digitale Infrastruktur,"Rützel, Bernd",Bernd,Rützel,Bernd Rützel,Bernd Rützel,1113004743733993472,WP_19,2017-10-24,2021-10-26
Verkehr und digitale Infrastruktur,"Schmid, Dr. Nils",Dr. Nils,Schmid,Dr. Nils Schmid,Nils Schmid,83795057,WP_19,2017-10-24,2021-10-26
Verkehr und digitale Infrastruktur,"Büttner, Matthias",Matthias,Büttner,Matthias Büttner,Matthias Büttner,735217925259431936,WP_19,2017-10-24,2021-10-26
Verkehr und digitale Infrastruktur,"Büttner, Matthias",Matthias,Büttner,Matthias Büttner,Matthias Büttner,881480498043916288,WP_19,2017-10-24,2021-10-26
Verkehr und digitale Infrastruktur,"Ehrhorn, Thomas",Thomas,Ehrhorn,Thomas Ehrhorn,Thomas Ehrhorn,3242322815,WP_19,2017-10-24,2021-10-26
Verkehr und digitale Infrastruktur,"Kraft, Dr. Rainer",Dr. Rainer,Kraft,Dr. Rainer Kraft,Rainer Kraft,804064797977444352,WP_19,2017-10-24,2021-10-26
Verkehr und digitale Infrastruktur,"Schulz, Uwe",Uwe,Schulz,Uwe Schulz,Uwe Schulz,19177808,WP_19,2017-10-24,2021-10-26
Verkehr und digitale Infrastruktur,"Wildberg, Dr. Heiko",Dr. Heiko,Wildberg,Dr. Heiko Wildberg,Heiko Wildberg,3183992596,WP_19,2017-10-24,2021-10-26
Verkehr und digitale Infrastruktur,"Hessel, Katja",Katja,Hessel,Katja Hessel,Katja Hessel,107806591,WP_19,2017-10-24,2021-10-26
Verkehr und digitale Infrastruktur,"Hocker, Dr. Gero Clemens",Dr. Gero Clemens,Hocker,Dr. Gero Clemens Hocker,Gero Clemens Hocker,NA,WP_19,2017-10-24,2021-10-26
Verkehr und digitale Infrastruktur,"Müller, Alexander",Alexander,Müller,Alexander Müller,Alexander Müller,936235058792484864,WP_19,2017-10-24,2021-10-26
Verkehr und digitale Infrastruktur,"Sauter, Christian",Christian,Sauter,Christian Sauter,Christian Sauter,997033716324093952,WP_19,2017-10-24,2021-10-26
Verkehr und digitale Infrastruktur,"Sitta, Frank",Frank,Sitta,Frank Sitta,Frank Sitta,28087038,WP_19,2017-10-24,2021-10-26
Verkehr und digitale Infrastruktur,"Domscheit-Berg, Anke",Anke,Domscheit-Berg,Anke Domscheit-Berg,Anke Domscheit-Berg,16557497,WP_19,2017-10-24,2021-10-26
Verkehr und digitale Infrastruktur,"Lenkert, Ralph",Ralph,Lenkert,Ralph Lenkert,Ralph Lenkert,NA,WP_19,2017-10-24,2021-10-26
Verkehr und digitale Infrastruktur,"Lutze, Thomas",Thomas,Lutze,Thomas Lutze,Thomas Lutze,3667108397,WP_19,2017-10-24,2021-10-26
Verkehr und digitale Infrastruktur,"Zimmermann, Pia",Pia,Zimmermann,Pia Zimmermann,Pia Zimmermann,NA,WP_19,2017-10-24,2021-10-26
Verkehr und digitale Infrastruktur,"Krischer, Oliver",Oliver,Krischer,Oliver Krischer,Oliver Krischer,88630242,WP_19,2017-10-24,2021-10-26
Verkehr und digitale Infrastruktur,"Müller, Claudia",Claudia,Müller,Claudia Müller,Claudia Müller,937403112,WP_19,2017-10-24,2021-10-26
Verkehr und digitale Infrastruktur,"Nestle, Dr. Ingrid",Dr. Ingrid,Nestle,Dr. Ingrid Nestle,Ingrid Nestle,44359035,WP_19,2017-10-24,2021-10-26
Verteidigung,"Hellmich, Wolfgang",Wolfgang,Hellmich,Wolfgang Hellmich,Wolfgang Hellmich,19924848,WP_19,2017-10-24,2021-10-26
Verteidigung,"Hellmich, Wolfgang",Wolfgang,Hellmich,Wolfgang Hellmich,Wolfgang Hellmich,786498202832822272,WP_19,2017-10-24,2021-10-26
Verteidigung,"Lamers, Prof. h. c. Dr. Karl A.",Prof. h. c. Dr. Karl A.,Lamers,Prof. h. c. Dr. Karl A. Lamers,Karl A. Lamers,NA,WP_19,2017-10-24,2021-10-26
Verteidigung,"Brandl, Dr. Reinhard",Dr. Reinhard,Brandl,Dr. Reinhard Brandl,Reinhard Brandl,262730721,WP_19,2017-10-24,2021-10-26
Verteidigung,"Friemann-Jennert, Maika",Maika,Friemann-Jennert,Maika Friemann-Jennert,Maika Friemann-Jennert,1878846786,WP_19,2017-10-24,2021-10-26
Verteidigung,"Gädechens, Ingo",Ingo,Gädechens,Ingo Gädechens,Ingo Gädechens,1157298670745899014,WP_19,2017-10-24,2021-10-26
Verteidigung,"Gnodtke, Eckhard",Eckhard,Gnodtke,Eckhard Gnodtke,Eckhard Gnodtke,1085599614122762242,WP_19,2017-10-24,2021-10-26
Verteidigung,"Hahn, Florian",Florian,Hahn,Florian Hahn,Florian Hahn,403735368,WP_19,2017-10-24,2021-10-26
Verteidigung,"Lehmann, Jens",Jens,Lehmann,Jens Lehmann,Jens Lehmann,NA,WP_19,2017-10-24,2021-10-26
Verteidigung,"Manderla, Gisela",Gisela,Manderla,Gisela Manderla,Gisela Manderla,1095781218,WP_19,2017-10-24,2021-10-26
Verteidigung,"Otte, Henning",Henning,Otte,Henning Otte,Henning Otte,1416388709264633858,WP_19,2017-10-24,2021-10-26
Verteidigung,"Schäfer, Anita",Anita,Schäfer,Anita Schäfer,Anita Schäfer,874474169106395136,WP_19,2017-10-24,2021-10-26
Verteidigung,"Sensburg, Prof. Dr. Patrick",Prof. Dr. Patrick,Sensburg,Prof. Dr. Patrick Sensburg,Patrick Sensburg,43537931,WP_19,2017-10-24,2021-10-26
Verteidigung,"Siebert, Bernd",Bernd,Siebert,Bernd Siebert,Bernd Siebert,24674518,WP_19,2017-10-24,2021-10-26
Verteidigung,"Vieregge, Kerstin",Kerstin,Vieregge,Kerstin Vieregge,Kerstin Vieregge,NA,WP_19,2017-10-24,2021-10-26
Verteidigung,"Brecht, Dr. Eberhard",Dr. Eberhard,Brecht,Dr. Eberhard Brecht,Eberhard Brecht,NA,WP_19,2017-10-24,2021-10-26
Verteidigung,"Brunner, Dr. Karl-Heinz",Dr. Karl-Heinz,Brunner,Dr. Karl-Heinz Brunner,Karl-Heinz Brunner,882929865535705088,WP_19,2017-10-24,2021-10-26
Verteidigung,"Budde, Katrin",Katrin,Budde,Katrin Budde,Katrin Budde,NA,WP_19,2017-10-24,2021-10-26
Verteidigung,"Felgentreu, Dr. Fritz",Dr. Fritz,Felgentreu,Dr. Fritz Felgentreu,Fritz Felgentreu,2805274855,WP_19,2017-10-24,2021-10-26
Verteidigung,"Möller, Siemtje",Siemtje,Möller,Siemtje Möller,Siemtje Möller,1115940238801743872,WP_19,2017-10-24,2021-10-26
Verteidigung,"Vöpel, Dirk",Dirk,Vöpel,Dirk Vöpel,Dirk Vöpel,829029719941246978,WP_19,2017-10-24,2021-10-26
Verteidigung,"Weingarten, Dr. Joe",Dr. Joe,Weingarten,Dr. Joe Weingarten,Joe Weingarten,811960243353780226,WP_19,2017-10-24,2021-10-26
Verteidigung,"Elsner von Gronow, Berengar",Berengar,Elsner von Gronow,Berengar Elsner von Gronow,Berengar Elsner von Gronow,4429947807,WP_19,2017-10-24,2021-10-26
Verteidigung,"Lucassen, Rüdiger",Rüdiger,Lucassen,Rüdiger Lucassen,Rüdiger Lucassen,4875914470,WP_19,2017-10-24,2021-10-26
Verteidigung,"Nolte, Jan Ralf",Jan Ralf,Nolte,Jan Ralf Nolte,Jan Ralf Nolte,NA,WP_19,2017-10-24,2021-10-26
Verteidigung,"Otten, Gerold",Gerold,Otten,Gerold Otten,Gerold Otten,774309860812918784,WP_19,2017-10-24,2021-10-26
Verteidigung,"Faber, Dr. Marcus",Dr. Marcus,Faber,Dr. Marcus Faber,Marcus Faber,22364234,WP_19,2017-10-24,2021-10-26
Verteidigung,"Müller, Alexander",Alexander,Müller,Alexander Müller,Alexander Müller,936235058792484864,WP_19,2017-10-24,2021-10-26
Verteidigung,"Sauter, Christian",Christian,Sauter,Christian Sauter,Christian Sauter,997033716324093952,WP_19,2017-10-24,2021-10-26
Verteidigung,"Strack-Zimmermann, Dr. Marie-Agnes",Dr. Marie-Agnes,Strack-Zimmermann,Dr. Marie-Agnes Strack-Zimmermann,Marie-Agnes Strack-Zimmermann,3047392319,WP_19,2017-10-24,2021-10-26
Verteidigung,"Buchholz, Christine",Christine,Buchholz,Christine Buchholz,Christine Buchholz,426403057,WP_19,2017-10-24,2021-10-26
Verteidigung,"Höhn, Matthias",Matthias,Höhn,Matthias Höhn,Matthias Höhn,15686106,WP_19,2017-10-24,2021-10-26
Verteidigung,"Neu, Dr. Alexander S.",Dr. Alexander S.,Neu,Dr. Alexander S. Neu,Alexander S. Neu,1182878557,WP_19,2017-10-24,2021-10-26
Verteidigung,"Pflüger, Tobias",Tobias,Pflüger,Tobias Pflüger,Tobias Pflüger,16696924,WP_19,2017-10-24,2021-10-26
Verteidigung,"Brugger, Agnieszka",Agnieszka,Brugger,Agnieszka Brugger,Agnieszka Brugger,172269309,WP_19,2017-10-24,2021-10-26
Verteidigung,"Keul, Katja",Katja,Keul,Katja Keul,Katja Keul,959105406416162823,WP_19,2017-10-24,2021-10-26
Verteidigung,"Lindner, Dr. Tobias",Dr. Tobias,Lindner,Dr. Tobias Lindner,Tobias Lindner,21197524,WP_19,2017-10-24,2021-10-26
Wirtschaft und Energie,"Ernst, Klaus",Klaus,Ernst,Klaus Ernst,Klaus Ernst,64994645,WP_19,2017-10-24,2021-10-26
Wirtschaft und Energie,"Heider, Dr. Matthias",Dr. Matthias,Heider,Dr. Matthias Heider,Matthias Heider,154064825,WP_19,2017-10-24,2021-10-26
Wirtschaft und Energie,"Bleser, Peter",Peter,Bleser,Peter Bleser,Peter Bleser,NA,WP_19,2017-10-24,2021-10-26
Wirtschaft und Energie,"Durz, Hansjörg",Hansjörg,Durz,Hansjörg Durz,Hansjörg Durz,1662533040,WP_19,2017-10-24,2021-10-26
Wirtschaft und Energie,"Grotelüschen, Astrid",Astrid,Grotelüschen,Astrid Grotelüschen,Astrid Grotelüschen,NA,WP_19,2017-10-24,2021-10-26
Wirtschaft und Energie,"Helfrich, Mark",Mark,Helfrich,Mark Helfrich,Mark Helfrich,NA,WP_19,2017-10-24,2021-10-26
Wirtschaft und Energie,"Knoerig, Axel",Axel,Knoerig,Axel Knoerig,Axel Knoerig,928974816220254208,WP_19,2017-10-24,2021-10-26
Wirtschaft und Energie,"Koeppen, Jens",Jens,Koeppen,Jens Koeppen,Jens Koeppen,146376562,WP_19,2017-10-24,2021-10-26
Wirtschaft und Energie,"Lämmel, Andreas G.",Andreas G.,Lämmel,Andreas G. Lämmel,Andreas G. Lämmel,NA,WP_19,2017-10-24,2021-10-26
Wirtschaft und Energie,"Lenz, Dr. Andreas",Dr. Andreas,Lenz,Dr. Andreas Lenz,Andreas Lenz,3635730797,WP_19,2017-10-24,2021-10-26
Wirtschaft und Energie,"Loos, Bernhard",Bernhard,Loos,Bernhard Loos,Bernhard Loos,NA,WP_19,2017-10-24,2021-10-26
Wirtschaft und Energie,"Metzler, Jan",Jan,Metzler,Jan Metzler,Jan Metzler,995653004,WP_19,2017-10-24,2021-10-26
Wirtschaft und Energie,"Müller, Carsten",Carsten,Müller,Carsten Müller,Carsten Müller,53945479,WP_19,2017-10-24,2021-10-26
Wirtschaft und Energie,"Müller, Carsten",Carsten,Müller,Carsten Müller,Carsten Müller,1322811129635213313,WP_19,2017-10-24,2021-10-26
Wirtschaft und Energie,"Nordt, Kristina",Kristina,Nordt,Kristina Nordt,Kristina Nordt,NA,WP_19,2017-10-24,2021-10-26
Wirtschaft und Energie,"Pfeiffer, Dr. Joachim",Dr. Joachim,Pfeiffer,Dr. Joachim Pfeiffer,Joachim Pfeiffer,NA,WP_19,2017-10-24,2021-10-26
Wirtschaft und Energie,"Rouenhoff, Stefan",Stefan,Rouenhoff,Stefan Rouenhoff,Stefan Rouenhoff,963904327,WP_19,2017-10-24,2021-10-26
Wirtschaft und Energie,"Stein, Peter",Peter,Stein,Peter Stein,Peter Stein,2885729417,WP_19,2017-10-24,2021-10-26
Wirtschaft und Energie,"Willsch, Klaus-Peter",Klaus-Peter,Willsch,Klaus-Peter Willsch,Klaus-Peter Willsch,NA,WP_19,2017-10-24,2021-10-26
Wirtschaft und Energie,"Freese, Ulrich",Ulrich,Freese,Ulrich Freese,Ulrich Freese,2317202160,WP_19,2017-10-24,2021-10-26
Wirtschaft und Energie,"Gremmels, Timon",Timon,Gremmels,Timon Gremmels,Timon Gremmels,494809842,WP_19,2017-10-24,2021-10-26
Wirtschaft und Energie,"Junge, Frank",Frank,Junge,Frank Junge,Frank Junge,77928749,WP_19,2017-10-24,2021-10-26
Wirtschaft und Energie,"Katzmarek, Gabriele",Gabriele,Katzmarek,Gabriele Katzmarek,Gabriele Katzmarek,3017602065,WP_19,2017-10-24,2021-10-26
Wirtschaft und Energie,"Mohrs, Falko",Falko,Mohrs,Falko Mohrs,Falko Mohrs,79228932,WP_19,2017-10-24,2021-10-26
Wirtschaft und Energie,"Poschmann, Sabine",Sabine,Poschmann,Sabine Poschmann,Sabine Poschmann,738636568760553472,WP_19,2017-10-24,2021-10-26
Wirtschaft und Energie,"Rimkus, Andreas",Andreas,Rimkus,Andreas Rimkus,Andreas Rimkus,30838821,WP_19,2017-10-24,2021-10-26
Wirtschaft und Energie,"Saathoff, Johann",Johann,Saathoff,Johann Saathoff,Johann Saathoff,159217491,WP_19,2017-10-24,2021-10-26
Wirtschaft und Energie,"Töns, Markus",Markus,Töns,Markus Töns,Markus Töns,3522875063,WP_19,2017-10-24,2021-10-26
Wirtschaft und Energie,"Westphal, Bernd",Bernd,Westphal,Bernd Westphal,Bernd Westphal,1071665423140249600,WP_19,2017-10-24,2021-10-26
Wirtschaft und Energie,"Chrupalla, Tino",Tino,Chrupalla,Tino Chrupalla,Tino Chrupalla,797137333820784640,WP_19,2017-10-24,2021-10-26
Wirtschaft und Energie,"Holm, Leif-Erik",Leif-Erik,Holm,Leif-Erik Holm,Leif-Erik Holm,739531034761498624,WP_19,2017-10-24,2021-10-26
Wirtschaft und Energie,"Komning, Enrico",Enrico,Komning,Enrico Komning,Enrico Komning,781747720897892352,WP_19,2017-10-24,2021-10-26
Wirtschaft und Energie,"Kotré, Steffen",Steffen,Kotré,Steffen Kotré,Steffen Kotré,912223443231428609,WP_19,2017-10-24,2021-10-26
Wirtschaft und Energie,"Müller, Hansjörg",Hansjörg,Müller,Hansjörg Müller,Hansjörg Müller,965591555783430144,WP_19,2017-10-24,2021-10-26
Wirtschaft und Energie,"Houben, Reinhard",Reinhard,Houben,Reinhard Houben,Reinhard Houben,825069798140833794,WP_19,2017-10-24,2021-10-26
Wirtschaft und Energie,"Klinge, Dr. Marcel",Dr. Marcel,Klinge,Dr. Marcel Klinge,Marcel Klinge,NA,WP_19,2017-10-24,2021-10-26
Wirtschaft und Energie,"Neumann, Prof. Dr. Martin",Prof. Dr. Martin,Neumann,Prof. Dr. Martin Neumann,Martin Neumann,974589289689427968,WP_19,2017-10-24,2021-10-26
Wirtschaft und Energie,"Todtenhausen, Manfred",Manfred,Todtenhausen,Manfred Todtenhausen,Manfred Todtenhausen,563706584,WP_19,2017-10-24,2021-10-26
Wirtschaft und Energie,"Ullrich, Gerald",Gerald,Ullrich,Gerald Ullrich,Gerald Ullrich,935456332655874048,WP_19,2017-10-24,2021-10-26
Wirtschaft und Energie,"Weeser, Sandra",Sandra,Weeser,Sandra Weeser,Sandra Weeser,858362895075340288,WP_19,2017-10-24,2021-10-26
Wirtschaft und Energie,"Beutin, Lorenz Gösta",Lorenz Gösta,Beutin,Lorenz Gösta Beutin,Lorenz Gösta Beutin,136266976,WP_19,2017-10-24,2021-10-26
