committee,name,firstname,lastname,fullname,official_name,user_id,period,begin,end
Haushalt,"Groß, Michael",Michael,Groß,Michael Groß,Michael Groß,2814949590,WP_19,2017-10-24,2021-10-26
Haushalt,"Jurk, Thomas",Thomas,Jurk,Thomas Jurk,Thomas Jurk,1959248485,WP_19,2017-10-24,2021-10-26
Haushalt,"Rohde, Dennis",Dennis,Rohde,Dennis Rohde,Dennis Rohde,18160122,WP_19,2017-10-24,2021-10-26
Haushalt,"Schulz, Swen",Swen,Schulz,Swen Schulz,Swen Schulz,NA,WP_19,2017-10-24,2021-10-26
Haushalt,"Schwarz, Andreas",Andreas,Schwarz,Andreas Schwarz,Andreas Schwarz,53617577,WP_19,2017-10-24,2021-10-26
Haushalt,"Schwarz, Andreas",Andreas,Schwarz,Andreas Schwarz,Andreas Schwarz,2226815116,WP_19,2017-10-24,2021-10-26
Haushalt,"Stadler, Svenja",Svenja,Stadler,Svenja Stadler,Svenja Stadler,3337459024,WP_19,2017-10-24,2021-10-26
Haushalt,"Steffen, Sonja Amalie",Sonja Amalie,Steffen,Sonja Amalie Steffen,Sonja Amalie Steffen,NA,WP_19,2017-10-24,2021-10-26
Haushalt,"Bühl, Marcus",Marcus,Bühl,Marcus Bühl,Marcus Bühl,729360191263780867,WP_19,2017-10-24,2021-10-26
Haushalt,"Hohmann, Martin",Martin,Hohmann,Martin Hohmann,Martin Hohmann,1159457070124605442,WP_19,2017-10-24,2021-10-26
Haushalt,"Malsack-Winkemann, Dr. Birgit",Dr. Birgit,Malsack-Winkemann,Dr. Birgit Malsack-Winkemann,Birgit Malsack-Winkemann,2368711488,WP_19,2017-10-24,2021-10-26
Haushalt,"Münz, Volker",Volker,Münz,Volker Münz,Volker Münz,878615716152446976,WP_19,2017-10-24,2021-10-26
Haushalt,"Schielke-Ziesing, Ulrike",Ulrike,Schielke-Ziesing,Ulrike Schielke-Ziesing,Ulrike Schielke-Ziesing,866924100,WP_19,2017-10-24,2021-10-26
Haushalt,"Fricke, Otto",Otto,Fricke,Otto Fricke,Otto Fricke,18044683,WP_19,2017-10-24,2021-10-26
Haushalt,"Ihnen, Ulla",Ulla,Ihnen,Ulla Ihnen,Ulla Ihnen,997415730051207169,WP_19,2017-10-24,2021-10-26
Haushalt,"Ihnen, Ulla",Ulla,Ihnen,Ulla Ihnen,Ulla Ihnen,757224186,WP_19,2017-10-24,2021-10-26
Haushalt,"Klein, Karsten",Karsten,Klein,Karsten Klein,Karsten Klein,995228494023086080,WP_19,2017-10-24,2021-10-26
Haushalt,"Meyer, Christoph",Christoph,Meyer,Christoph Meyer,Christoph Meyer,861992050358616064,WP_19,2017-10-24,2021-10-26
Haushalt,"Stark-Watzinger, Bettina",Bettina,Stark-Watzinger,Bettina Stark-Watzinger,Bettina Stark-Watzinger,38228691,WP_19,2017-10-24,2021-10-26
Haushalt,"Bluhm-Förster, Heidrun",Heidrun,Bluhm-Förster,Heidrun Bluhm-Förster,Heidrun Bluhm-Förster,NA,WP_19,2017-10-24,2021-10-26
Haushalt,"Lötzsch, Dr. Gesine",Dr. Gesine,Lötzsch,Dr. Gesine Lötzsch,Gesine Lötzsch,24178198,WP_19,2017-10-24,2021-10-26
Haushalt,"Perli, Victor",Victor,Perli,Victor Perli,Victor Perli,3350681139,WP_19,2017-10-24,2021-10-26
Haushalt,"Troost, Dr. Axel",Dr. Axel,Troost,Dr. Axel Troost,Axel Troost,NA,WP_19,2017-10-24,2021-10-26
Haushalt,"Deligöz, Ekin",Ekin,Deligöz,Ekin Deligöz,Ekin Deligöz,22125770,WP_19,2017-10-24,2021-10-26
Haushalt,"Hajduk, Anja",Anja,Hajduk,Anja Hajduk,Anja Hajduk,4724923756,WP_19,2017-10-24,2021-10-26
Haushalt,"Kindler, Sven-Christian",Sven-Christian,Kindler,Sven-Christian Kindler,Sven-Christian Kindler,17343047,WP_19,2017-10-24,2021-10-26
Haushalt,"Lindner, Dr. Tobias",Dr. Tobias,Lindner,Dr. Tobias Lindner,Tobias Lindner,21197524,WP_19,2017-10-24,2021-10-26
Inneres,"Lindholz, Andrea",Andrea,Lindholz,Andrea Lindholz,Andrea Lindholz,1446031532,WP_19,2017-10-24,2021-10-26
Inneres,"Haug, Jochen",Jochen,Haug,Jochen Haug,Jochen Haug,717077328669646849,WP_19,2017-10-24,2021-10-26
Inneres,"Amthor, Philipp",Philipp,Amthor,Philipp Amthor,Philipp Amthor,934016327567790080,WP_19,2017-10-24,2021-10-26
Inneres,"Bernstiel, Christoph",Christoph,Bernstiel,Christoph Bernstiel,Christoph Bernstiel,830085678063030273,WP_19,2017-10-24,2021-10-26
Inneres,"Brand, Michael",Michael,Brand,Michael Brand,Michael Brand,NA,WP_19,2017-10-24,2021-10-26
Inneres,"Henrichmann, Marc",Marc,Henrichmann,Marc Henrichmann,Marc Henrichmann,44608858,WP_19,2017-10-24,2021-10-26
Inneres,"Irmer, Hans-Jürgen",Hans-Jürgen,Irmer,Hans-Jürgen Irmer,Hans-Jürgen Irmer,NA,WP_19,2017-10-24,2021-10-26
Inneres,"Kuffer, Michael",Michael,Kuffer,Michael Kuffer,Michael Kuffer,4249342037,WP_19,2017-10-24,2021-10-26
Inneres,"Middelberg, Dr. Mathias",Dr. Mathias,Middelberg,Dr. Mathias Middelberg,Mathias Middelberg,NA,WP_19,2017-10-24,2021-10-26
Inneres,"Müller, Axel",Axel,Müller,Axel Müller,Axel Müller,NA,WP_19,2017-10-24,2021-10-26
Inneres,"Nicolaisen, Petra",Petra,Nicolaisen,Petra Nicolaisen,Petra Nicolaisen,NA,WP_19,2017-10-24,2021-10-26
Inneres,"Oster, Josef",Josef,Oster,Josef Oster,Josef Oster,28089973,WP_19,2017-10-24,2021-10-26
Inneres,"Seif, Detlef",Detlef,Seif,Detlef Seif,Detlef Seif,NA,WP_19,2017-10-24,2021-10-26
Inneres,"Throm, Alexander",Alexander,Throm,Alexander Throm,Alexander Throm,829056811974144001,WP_19,2017-10-24,2021-10-26
Inneres,"Vries, Christoph de",Christoph de,Vries,Christoph de Vries,Christoph de Vries,1193925069476696064,WP_19,2017-10-24,2021-10-26
Inneres,"Warken, Nina",Nina,Warken,Nina Warken,Nina Warken,65413134,WP_19,2017-10-24,2021-10-26
Inneres,"Wendt, Marian",Marian,Wendt,Marian Wendt,Marian Wendt,2430137675,WP_19,2017-10-24,2021-10-26
Inneres,"Castellucci, Prof. Dr. Lars",Prof. Dr. Lars,Castellucci,Prof. Dr. Lars Castellucci,Lars Castellucci,17469649,WP_19,2017-10-24,2021-10-26
Inneres,"Grötsch, Uli",Uli,Grötsch,Uli Grötsch,Uli Grötsch,867351565757239296,WP_19,2017-10-24,2021-10-26
Inneres,"Hartmann, Sebastian",Sebastian,Hartmann,Sebastian Hartmann,Sebastian Hartmann,1076269195,WP_19,2017-10-24,2021-10-26
Inneres,"Hitschler, Thomas",Thomas,Hitschler,Thomas Hitschler,Thomas Hitschler,292151515,WP_19,2017-10-24,2021-10-26
Inneres,"Kaiser, Elisabeth",Elisabeth,Kaiser,Elisabeth Kaiser,Elisabeth Kaiser,1425035358,WP_19,2017-10-24,2021-10-26
Inneres,"Lehmann, Sylvia",Sylvia,Lehmann,Sylvia Lehmann,Sylvia Lehmann,2320712427,WP_19,2017-10-24,2021-10-26
Inneres,"Lindh, Helge",Helge,Lindh,Helge Lindh,Helge Lindh,454981027,WP_19,2017-10-24,2021-10-26
Inneres,"Mittag, Susanne",Susanne,Mittag,Susanne Mittag,Susanne Mittag,NA,WP_19,2017-10-24,2021-10-26
Inneres,"Özdemir, Mahmut",Mahmut,Özdemir,Mahmut Özdemir,Mahmut Özdemir,1399764944,WP_19,2017-10-24,2021-10-26
Inneres,"Vogt, Ute",Ute,Vogt,Ute Vogt,Ute Vogt,106684561,WP_19,2017-10-24,2021-10-26
Inneres,"Baumann, Dr. Bernd",Dr. Bernd,Baumann,Dr. Bernd Baumann,Bernd Baumann,3043727333,WP_19,2017-10-24,2021-10-26
Inneres,"Curio, Dr. Gottfried",Dr. Gottfried,Curio,Dr. Gottfried Curio,Gottfried Curio,848618993015500802,WP_19,2017-10-24,2021-10-26
Inneres,"Hess, Martin",Martin,Hess,Martin Hess,Martin Hess,872663038805016576,WP_19,2017-10-24,2021-10-26
Inneres,"Storch, Beatrix von",Beatrix von,Storch,Beatrix von Storch,Beatrix von Storch,805308596,WP_19,2017-10-24,2021-10-26
Inneres,"Wirth, Dr. Christian",Dr. Christian,Wirth,Dr. Christian Wirth,Christian Wirth,920193967937019904,WP_19,2017-10-24,2021-10-26
Inneres,"Bubendorfer-Licht, Sandra",Sandra,Bubendorfer-Licht,Sandra Bubendorfer-Licht,Sandra Bubendorfer-Licht,887343634647003136,WP_19,2017-10-24,2021-10-26
Inneres,"Höferlin, Manuel",Manuel,Höferlin,Manuel Höferlin,Manuel Höferlin,17483463,WP_19,2017-10-24,2021-10-26
Inneres,"Kuhle, Konstantin",Konstantin,Kuhle,Konstantin Kuhle,Konstantin Kuhle,475275997,WP_19,2017-10-24,2021-10-26
Inneres,"Strasser, Benjamin",Benjamin,Strasser,Benjamin Strasser,Benjamin Strasser,29540300,WP_19,2017-10-24,2021-10-26
Inneres,"Teuteberg, Linda",Linda,Teuteberg,Linda Teuteberg,Linda Teuteberg,170964436,WP_19,2017-10-24,2021-10-26
Inneres,"Hahn, Dr. André",Dr. André,Hahn,Dr. André Hahn,André Hahn,NA,WP_19,2017-10-24,2021-10-26
Inneres,"Jelpke, Ulla",Ulla,Jelpke,Ulla Jelpke,Ulla Jelpke,2837971145,WP_19,2017-10-24,2021-10-26
Inneres,"Pau, Petra",Petra,Pau,Petra Pau,Petra Pau,1683845126,WP_19,2017-10-24,2021-10-26
Inneres,"Pau, Petra",Petra,Pau,Petra Pau,Petra Pau,560467206,WP_19,2017-10-24,2021-10-26
Inneres,"Renner, Martina",Martina,Renner,Martina Renner,Martina Renner,68920005,WP_19,2017-10-24,2021-10-26
Inneres,"Amtsberg, Luise",Luise,Amtsberg,Luise Amtsberg,Luise Amtsberg,NA,WP_19,2017-10-24,2021-10-26
Inneres,"Mihalic, Dr. Irene",Dr. Irene,Mihalic,Dr. Irene Mihalic,Irene Mihalic,143000381,WP_19,2017-10-24,2021-10-26
Inneres,"Notz, Dr. Konstantin von",Dr. Konstantin von,Notz,Dr. Konstantin von Notz,Konstantin von Notz,17752770,WP_19,2017-10-24,2021-10-26
Inneres,"Polat, Filiz",Filiz,Polat,Filiz Polat,Filiz Polat,194535434,WP_19,2017-10-24,2021-10-26
Kultur und Medien,"Budde, Katrin",Katrin,Budde,Katrin Budde,Katrin Budde,NA,WP_19,2017-10-24,2021-10-26
Kultur und Medien,"Selle, Johannes",Johannes,Selle,Johannes Selle,Johannes Selle,NA,WP_19,2017-10-24,2021-10-26
Kultur und Medien,"Bernstein, Melanie",Melanie,Bernstein,Melanie Bernstein,Melanie Bernstein,NA,WP_19,2017-10-24,2021-10-26
Kultur und Medien,"Frieser, Michael",Michael,Frieser,Michael Frieser,Michael Frieser,4577700622,WP_19,2017-10-24,2021-10-26
Kultur und Medien,"Kauder, Volker",Volker,Kauder,Volker Kauder,Volker Kauder,NA,WP_19,2017-10-24,2021-10-26
Kultur und Medien,"Magwas, Yvonne",Yvonne,Magwas,Yvonne Magwas,Yvonne Magwas,3852561082,WP_19,2017-10-24,2021-10-26
Kultur und Medien,"Motschmann, Elisabeth",Elisabeth,Motschmann,Elisabeth Motschmann,Elisabeth Motschmann,1135510177292197888,WP_19,2017-10-24,2021-10-26
Kultur und Medien,"Lindh, Helge",Helge,Lindh,Helge Lindh,Helge Lindh,454981027,WP_19,2017-10-24,2021-10-26
Kultur und Medien,"Rabanus, Martin",Martin,Rabanus,Martin Rabanus,Martin Rabanus,46356949,WP_19,2017-10-24,2021-10-26
Kultur und Medien,"Schieder, Marianne",Marianne,Schieder,Marianne Schieder,Marianne Schieder,1306503986791448576,WP_19,2017-10-24,2021-10-26
Kultur und Medien,"Jongen, Dr. Marc",Dr. Marc,Jongen,Dr. Marc Jongen,Marc Jongen,4121053541,WP_19,2017-10-24,2021-10-26
Kultur und Medien,"Renner, Martin Erwin",Martin Erwin,Renner,Martin Erwin Renner,Martin Erwin Renner,2535401947,WP_19,2017-10-24,2021-10-26
Kultur und Medien,"Ebbing, Hartmut",Hartmut,Ebbing,Hartmut Ebbing,Hartmut Ebbing,916950563815870464,WP_19,2017-10-24,2021-10-26
Kultur und Medien,"Hacker, Thomas",Thomas,Hacker,Thomas Hacker,Thomas Hacker,89209507,WP_19,2017-10-24,2021-10-26
Kultur und Medien,"Barrientos, Simone",Simone,Barrientos,Simone Barrientos,Simone Barrientos,176104376,WP_19,2017-10-24,2021-10-26
Kultur und Medien,"Freihold, Brigitte",Brigitte,Freihold,Brigitte Freihold,Brigitte Freihold,925703909825548288,WP_19,2017-10-24,2021-10-26
Kultur und Medien,"Grundl, Erhard",Erhard,Grundl,Erhard Grundl,Erhard Grundl,951773879822880768,WP_19,2017-10-24,2021-10-26
Kultur und Medien,"Stumpp, Margit",Margit,Stumpp,Margit Stumpp,Margit Stumpp,943082490482262016,WP_19,2017-10-24,2021-10-26
Menschenrechte und humanitäre Hilfe,"Jensen, Gyde",Gyde,Jensen,Gyde Jensen,Gyde Jensen,1530171613,WP_19,2017-10-24,2021-10-26
Menschenrechte und humanitäre Hilfe,"Braun, Jürgen",Jürgen,Braun,Jürgen Braun,Jürgen Braun,917756296555892736,WP_19,2017-10-24,2021-10-26
Menschenrechte und humanitäre Hilfe,"Altenkamp, Norbert",Norbert,Altenkamp,Norbert Altenkamp,Norbert Altenkamp,1319570576957149184,WP_19,2017-10-24,2021-10-26
Menschenrechte und humanitäre Hilfe,"Brand, Michael",Michael,Brand,Michael Brand,Michael Brand,NA,WP_19,2017-10-24,2021-10-26
Menschenrechte und humanitäre Hilfe,"Brehm, Sebastian",Sebastian,Brehm,Sebastian Brehm,Sebastian Brehm,904304932257492992,WP_19,2017-10-24,2021-10-26
Menschenrechte und humanitäre Hilfe,"Heinrich, Frank",Frank,Heinrich,Frank Heinrich,Frank Heinrich,43959185,WP_19,2017-10-24,2021-10-26
Menschenrechte und humanitäre Hilfe,"Patzelt, Martin",Martin,Patzelt,Martin Patzelt,Martin Patzelt,1159072277746593792,WP_19,2017-10-24,2021-10-26
Menschenrechte und humanitäre Hilfe,"Zimmer, Prof. Dr. Matthias",Prof. Dr. Matthias,Zimmer,Prof. Dr. Matthias Zimmer,Matthias Zimmer,52994606,WP_19,2017-10-24,2021-10-26
Menschenrechte und humanitäre Hilfe,"Castellucci, Prof. Dr. Lars",Prof. Dr. Lars,Castellucci,Prof. Dr. Lars Castellucci,Lars Castellucci,17469649,WP_19,2017-10-24,2021-10-26
Menschenrechte und humanitäre Hilfe,"Özoğuz, Aydan",Aydan,Özoğuz,Aydan Özoğuz,Aydan Özoğuz,83342791,WP_19,2017-10-24,2021-10-26
Menschenrechte und humanitäre Hilfe,"Schwabe, Frank",Frank,Schwabe,Frank Schwabe,Frank Schwabe,30050484,WP_19,2017-10-24,2021-10-26
Menschenrechte und humanitäre Hilfe,"Herdt, Waldemar",Waldemar,Herdt,Waldemar Herdt,Waldemar Herdt,3384824825,WP_19,2017-10-24,2021-10-26
Menschenrechte und humanitäre Hilfe,"Herdt, Waldemar",Waldemar,Herdt,Waldemar Herdt,Waldemar Herdt,1865308944,WP_19,2017-10-24,2021-10-26
Menschenrechte und humanitäre Hilfe,"Heidt, Peter",Peter,Heidt,Peter Heidt,Peter Heidt,1858621434,WP_19,2017-10-24,2021-10-26
Menschenrechte und humanitäre Hilfe,"Brandt, Michel",Michel,Brandt,Michel Brandt,Michel Brandt,1543429536,WP_19,2017-10-24,2021-10-26
Menschenrechte und humanitäre Hilfe,"Nastic, Zaklin",Zaklin,Nastic,Zaklin Nastic,Zaklin Nastic,NA,WP_19,2017-10-24,2021-10-26
Menschenrechte und humanitäre Hilfe,"Bause, Margarete",Margarete,Bause,Margarete Bause,Margarete Bause,480623844,WP_19,2017-10-24,2021-10-26
Menschenrechte und humanitäre Hilfe,"Gehring, Kai",Kai,Gehring,Kai Gehring,Kai Gehring,110368456,WP_19,2017-10-24,2021-10-26
Recht und Verbraucherschutz,"Hirte, Prof. Dr. Heribert",Prof. Dr. Heribert,Hirte,Prof. Dr. Heribert Hirte,Heribert Hirte,1513671236,WP_19,2017-10-24,2021-10-26
Recht und Verbraucherschutz,"Heil, Mechthild",Mechthild,Heil,Mechthild Heil,Mechthild Heil,974367631,WP_19,2017-10-24,2021-10-26
Recht und Verbraucherschutz,"Heveling, Ansgar",Ansgar,Heveling,Ansgar Heveling,Ansgar Heveling,NA,WP_19,2017-10-24,2021-10-26
Recht und Verbraucherschutz,"Hoffmann, Alexander",Alexander,Hoffmann,Alexander Hoffmann,Alexander Hoffmann,1193816843519172608,WP_19,2017-10-24,2021-10-26
Recht und Verbraucherschutz,"Jung, Ingmar",Ingmar,Jung,Ingmar Jung,Ingmar Jung,23296367,WP_19,2017-10-24,2021-10-26
Recht und Verbraucherschutz,"Lehrieder, Paul",Paul,Lehrieder,Paul Lehrieder,Paul Lehrieder,NA,WP_19,2017-10-24,2021-10-26
Recht und Verbraucherschutz,"Luczak, Dr. Jan-Marco",Dr. Jan-Marco,Luczak,Dr. Jan-Marco Luczak,Jan-Marco Luczak,22908417,WP_19,2017-10-24,2021-10-26
Recht und Verbraucherschutz,"Müller, Axel",Axel,Müller,Axel Müller,Axel Müller,NA,WP_19,2017-10-24,2021-10-26
Recht und Verbraucherschutz,"Müller, Carsten",Carsten,Müller,Carsten Müller,Carsten Müller,53945479,WP_19,2017-10-24,2021-10-26
Recht und Verbraucherschutz,"Müller, Carsten",Carsten,Müller,Carsten Müller,Carsten Müller,1322811129635213313,WP_19,2017-10-24,2021-10-26
Recht und Verbraucherschutz,"Oellers, Wilfried",Wilfried,Oellers,Wilfried Oellers,Wilfried Oellers,906847944,WP_19,2017-10-24,2021-10-26
Recht und Verbraucherschutz,"Sensburg, Prof. Dr. Patrick",Prof. Dr. Patrick,Sensburg,Prof. Dr. Patrick Sensburg,Patrick Sensburg,43537931,WP_19,2017-10-24,2021-10-26
Recht und Verbraucherschutz,"Steineke, Sebastian",Sebastian,Steineke,Sebastian Steineke,Sebastian Steineke,277006619,WP_19,2017-10-24,2021-10-26
Recht und Verbraucherschutz,"Thies, Hans-Jürgen",Hans-Jürgen,Thies,Hans-Jürgen Thies,Hans-Jürgen Thies,NA,WP_19,2017-10-24,2021-10-26
Recht und Verbraucherschutz,"Ullrich, Dr. Volker",Dr. Volker,Ullrich,Dr. Volker Ullrich,Volker Ullrich,28446356,WP_19,2017-10-24,2021-10-26
Recht und Verbraucherschutz,"Warken, Nina",Nina,Warken,Nina Warken,Nina Warken,65413134,WP_19,2017-10-24,2021-10-26
Recht und Verbraucherschutz,"Wellenreuther, Ingo",Ingo,Wellenreuther,Ingo Wellenreuther,Ingo Wellenreuther,NA,WP_19,2017-10-24,2021-10-26
Recht und Verbraucherschutz,"Brunner, Dr. Karl-Heinz",Dr. Karl-Heinz,Brunner,Dr. Karl-Heinz Brunner,Karl-Heinz Brunner,882929865535705088,WP_19,2017-10-24,2021-10-26
Recht und Verbraucherschutz,"Dilcher, Esther",Esther,Dilcher,Esther Dilcher,Esther Dilcher,939092636165689345,WP_19,2017-10-24,2021-10-26
Recht und Verbraucherschutz,"Fechner, Dr. Johannes",Dr. Johannes,Fechner,Dr. Johannes Fechner,Johannes Fechner,1105754727101485058,WP_19,2017-10-24,2021-10-26
Recht und Verbraucherschutz,"Groß, Michael",Michael,Groß,Michael Groß,Michael Groß,2814949590,WP_19,2017-10-24,2021-10-26
Recht und Verbraucherschutz,"Lauterbach, Prof. Dr. Karl",Prof. Dr. Karl,Lauterbach,Prof. Dr. Karl Lauterbach,Karl Lauterbach,3292982985,WP_19,2017-10-24,2021-10-26
Recht und Verbraucherschutz,"Post, Florian",Florian,Post,Florian Post,Florian Post,741532130,WP_19,2017-10-24,2021-10-26
Recht und Verbraucherschutz,"Rawert, Mechthild",Mechthild,Rawert,Mechthild Rawert,Mechthild Rawert,37438947,WP_19,2017-10-24,2021-10-26
Recht und Verbraucherschutz,"Scheer, Dr. Nina",Dr. Nina,Scheer,Dr. Nina Scheer,Nina Scheer,845213960060243968,WP_19,2017-10-24,2021-10-26
Recht und Verbraucherschutz,"Steffen, Sonja Amalie",Sonja Amalie,Steffen,Sonja Amalie Steffen,Sonja Amalie Steffen,NA,WP_19,2017-10-24,2021-10-26
Recht und Verbraucherschutz,"Brandner, Stephan",Stephan,Brandner,Stephan Brandner,Stephan Brandner,713361366858481664,WP_19,2017-10-24,2021-10-26
Recht und Verbraucherschutz,"Jacobi, Fabian",Fabian,Jacobi,Fabian Jacobi,Fabian Jacobi,944181149424898048,WP_19,2017-10-24,2021-10-26
Recht und Verbraucherschutz,"Maier, Jens",Jens,Maier,Jens Maier,Jens Maier,916639458409242624,WP_19,2017-10-24,2021-10-26
Recht und Verbraucherschutz,"Peterka, Tobias Matthias",Tobias Matthias,Peterka,Tobias Matthias Peterka,Tobias Matthias Peterka,2496104640,WP_19,2017-10-24,2021-10-26
Recht und Verbraucherschutz,"Reusch, Roman Johannes",Roman Johannes,Reusch,Roman Johannes Reusch,Roman Johannes Reusch,NA,WP_19,2017-10-24,2021-10-26
Recht und Verbraucherschutz,"Buschmann, Dr. Marco",Dr. Marco,Buschmann,Dr. Marco Buschmann,Marco Buschmann,106136813,WP_19,2017-10-24,2021-10-26
Recht und Verbraucherschutz,"Helling-Plahr, Katrin",Katrin,Helling-Plahr,Katrin Helling-Plahr,Katrin Helling-Plahr,21267421,WP_19,2017-10-24,2021-10-26
Recht und Verbraucherschutz,"Martens, Dr. Jürgen",Dr. Jürgen,Martens,Dr. Jürgen Martens,Jürgen Martens,1187686813168820224,WP_19,2017-10-24,2021-10-26
Recht und Verbraucherschutz,"Müller-Böhm, Roman",Roman,Müller-Böhm,Roman Müller-Böhm,Roman Müller-Böhm,2373251115,WP_19,2017-10-24,2021-10-26
Recht und Verbraucherschutz,"Willkomm, Katharina",Katharina,Willkomm,Katharina Willkomm,Katharina Willkomm,958634602905718785,WP_19,2017-10-24,2021-10-26
Recht und Verbraucherschutz,"Willkomm, Katharina",Katharina,Willkomm,Katharina Willkomm,Katharina Willkomm,833686206642786304,WP_19,2017-10-24,2021-10-26
Recht und Verbraucherschutz,"Akbulut, Gökay",Gökay,Akbulut,Gökay Akbulut,Gökay Akbulut,800457587510476800,WP_19,2017-10-24,2021-10-26
Recht und Verbraucherschutz,"Mohamed Ali, Amira",Amira,Mohamed Ali,Amira Mohamed Ali,Amira Mohamed Ali,934029228886065152,WP_19,2017-10-24,2021-10-26
Recht und Verbraucherschutz,"Movassat, Niema",Niema,Movassat,Niema Movassat,Niema Movassat,111054843,WP_19,2017-10-24,2021-10-26
Recht und Verbraucherschutz,"Straetmanns, Friedrich",Friedrich,Straetmanns,Friedrich Straetmanns,Friedrich Straetmanns,959059951523106816,WP_19,2017-10-24,2021-10-26
Recht und Verbraucherschutz,"Bayram, Canan",Canan,Bayram,Canan Bayram,Canan Bayram,587862375,WP_19,2017-10-24,2021-10-26
Recht und Verbraucherschutz,"Keul, Katja",Katja,Keul,Katja Keul,Katja Keul,959105406416162823,WP_19,2017-10-24,2021-10-26
Recht und Verbraucherschutz,"Rößner, Tabea",Tabea,Rößner,Tabea Rößner,Tabea Rößner,53351462,WP_19,2017-10-24,2021-10-26
Recht und Verbraucherschutz,"Rottmann, Dr. Manuela",Dr. Manuela,Rottmann,Dr. Manuela Rottmann,Manuela Rottmann,984735466783232000,WP_19,2017-10-24,2021-10-26
Sport,"Freitag, Dagmar",Dagmar,Freitag,Dagmar Freitag,Dagmar Freitag,1148916458983964673,WP_19,2017-10-24,2021-10-26
Sport,"Stier, Dieter",Dieter,Stier,Dieter Stier,Dieter Stier,NA,WP_19,2017-10-24,2021-10-26
Sport,"Auernhammer, Artur",Artur,Auernhammer,Artur Auernhammer,Artur Auernhammer,NA,WP_19,2017-10-24,2021-10-26
Sport,"Gienger, Eberhard",Eberhard,Gienger,Eberhard Gienger,Eberhard Gienger,NA,WP_19,2017-10-24,2021-10-26
Sport,"Güntzler, Fritz",Fritz,Güntzler,Fritz Güntzler,Fritz Güntzler,779601750789656576,WP_19,2017-10-24,2021-10-26
Sport,"Steffel, Frank",Frank,Steffel,Frank Steffel,Frank Steffel,26869088,WP_19,2017-10-24,2021-10-26
Sport,"Steiniger, Johannes",Johannes,Steiniger,Johannes Steiniger,Johannes Steiniger,83474160,WP_19,2017-10-24,2021-10-26
Sport,"Kiziltepe, Cansel",Cansel,Kiziltepe,Cansel Kiziltepe,Cansel Kiziltepe,23248102,WP_19,2017-10-24,2021-10-26
Sport,"Möller, Siemtje",Siemtje,Möller,Siemtje Möller,Siemtje Möller,1115940238801743872,WP_19,2017-10-24,2021-10-26
Sport,"Özdemir, Mahmut",Mahmut,Özdemir,Mahmut Özdemir,Mahmut Özdemir,1399764944,WP_19,2017-10-24,2021-10-26
Sport,"König, Jörn",Jörn,König,Jörn König,Jörn König,960974630709284864,WP_19,2017-10-24,2021-10-26
Sport,"Mrosek, Andreas",Andreas,Mrosek,Andreas Mrosek,Andreas Mrosek,2618890032,WP_19,2017-10-24,2021-10-26
Sport,"Dassler, Britta Katharina",Britta Katharina,Dassler,Britta Katharina Dassler,Britta Katharina Dassler,NA,WP_19,2017-10-24,2021-10-26
Sport,"Hanke, Reginald",Reginald,Hanke,Reginald Hanke,Reginald Hanke,NA,WP_19,2017-10-24,2021-10-26
Sport,"Hahn, Dr. André",Dr. André,Hahn,Dr. André Hahn,André Hahn,NA,WP_19,2017-10-24,2021-10-26
Sport,"Pellmann, Sören",Sören,Pellmann,Sören Pellmann,Sören Pellmann,74837812,WP_19,2017-10-24,2021-10-26
Sport,"Grundl, Erhard",Erhard,Grundl,Erhard Grundl,Erhard Grundl,951773879822880768,WP_19,2017-10-24,2021-10-26
Sport,"Lazar, Monika",Monika,Lazar,Monika Lazar,Monika Lazar,60630139,WP_19,2017-10-24,2021-10-26
Tourismus,"Münzenmaier, Sebastian",Sebastian,Münzenmaier,Sebastian Münzenmaier,Sebastian Münzenmaier,863657874941255684,WP_19,2017-10-24,2021-10-26
Tourismus,"Damerow, Astrid",Astrid,Damerow,Astrid Damerow,Astrid Damerow,NA,WP_19,2017-10-24,2021-10-26
Tourismus,"Brehmer, Heike",Heike,Brehmer,Heike Brehmer,Heike Brehmer,150372237,WP_19,2017-10-24,2021-10-26
Tourismus,"Donth, Michael",Michael,Donth,Michael Donth,Michael Donth,NA,WP_19,2017-10-24,2021-10-26
Tourismus,"Lehrieder, Paul",Paul,Lehrieder,Paul Lehrieder,Paul Lehrieder,NA,WP_19,2017-10-24,2021-10-26
Tourismus,"Schulze, Dr. Klaus-Peter",Dr. Klaus-Peter,Schulze,Dr. Klaus-Peter Schulze,Klaus-Peter Schulze,NA,WP_19,2017-10-24,2021-10-26
Tourismus,"Vieregge, Kerstin",Kerstin,Vieregge,Kerstin Vieregge,Kerstin Vieregge,NA,WP_19,2017-10-24,2021-10-26
Tourismus,"Hiller-Ohm, Gabriele",Gabriele,Hiller-Ohm,Gabriele Hiller-Ohm,Gabriele Hiller-Ohm,NA,WP_19,2017-10-24,2021-10-26
Tourismus,"Junge, Frank",Frank,Junge,Frank Junge,Frank Junge,77928749,WP_19,2017-10-24,2021-10-26
Tourismus,"Rützel, Bernd",Bernd,Rützel,Bernd Rützel,Bernd Rützel,1113004743733993472,WP_19,2017-10-24,2021-10-26
